,Unnamed: 0,x1,x2,x3,x4,x5
10810,10810,0.5,0.75,1,0,0
16317,16317,0.0,0.5,0,0,0
27652,27652,0.0,0.75,1,0,1
23519,23519,0.0,0.25,0,0,0
10004,10004,0.0,1.0,0,0,0
7158,7158,0.5,0.0,1,1,1
11357,11357,0.5,0.5,0,0,1
24622,24622,1.0,1.0,0,1,0
1213,1213,1.0,1.0,1,0,1
16715,16715,0.0,0.75,0,0,1
25006,25006,0.0,1.0,0,0,0
5782,5782,0.5,0.25,1,0,0
11513,11513,1.0,0.0,0,1,0
10137,10137,1.0,0.0,0,0,1
13267,13267,0.5,0.75,1,1,0
27996,27996,1.0,0.0,0,1,0
39,39,0.5,1.0,0,1,1
23777,23777,1.0,0.25,1,0,1
7176,7176,0.5,0.75,1,1,0
26454,26454,1.0,1.0,1,1,1
23186,23186,0.5,1.0,1,1,0
24524,24524,0.5,0.25,0,0,1
7782,7782,1.0,0.25,1,1,0
15829,15829,0.0,0.25,0,0,0
7744,7744,0.5,0.0,1,1,1
18259,18259,0.0,0.75,0,1,0
26586,26586,1.0,1.0,0,0,0
6780,6780,1.0,1.0,1,1,0
15279,15279,0.5,0.25,0,0,1
14939,14939,1.0,0.25,0,0,1
28895,28895,0.0,1.0,0,1,1
29998,29998,1.0,0.25,1,1,0
15520,15520,1.0,0.0,1,1,1
4256,4256,0.0,1.0,1,0,0
22825,22825,0.5,0.0,1,0,1
21438,21438,1.0,0.0,0,0,0
1606,1606,0.0,0.25,1,1,1
19518,19518,1.0,0.5,0,0,0
960,960,0.0,0.25,0,1,0
9565,9565,0.5,1.0,0,0,1
16531,16531,1.0,1.0,1,0,0
21585,21585,0.0,0.75,1,0,1
29574,29574,1.0,1.0,1,1,1
25240,25240,1.0,0.5,0,1,1
214,214,1.0,0.0,0,1,0
16643,16643,0.5,0.5,1,1,1
6218,6218,0.5,0.25,0,1,0
10314,10314,1.0,0.0,1,1,0
12347,12347,1.0,0.0,1,0,0
13733,13733,1.0,0.25,1,0,1
23131,23131,0.5,0.75,0,0,0
25105,25105,0.0,0.75,0,0,0
18760,18760,0.0,0.25,1,0,1
3658,3658,0.0,0.0,0,1,0
15381,15381,1.0,0.25,0,0,1
19440,19440,1.0,0.5,1,0,1
21056,21056,0.5,0.75,0,0,1
16251,16251,1.0,0.0,1,0,1
16788,16788,1.0,0.0,0,1,0
7087,7087,0.0,0.25,1,0,1
18199,18199,0.5,0.5,1,0,1
19244,19244,0.5,0.25,0,0,1
6259,6259,0.5,1.0,0,1,0
26619,26619,0.0,0.25,1,0,1
21717,21717,0.0,0.5,1,1,0
14648,14648,0.0,1.0,0,1,0
8970,8970,0.5,0.0,1,0,1
6097,6097,0.0,0.0,1,1,1
26515,26515,1.0,0.0,1,0,0
27411,27411,0.5,0.5,0,1,0
6594,6594,1.0,1.0,1,1,1
20866,20866,1.0,1.0,1,0,0
28407,28407,0.5,0.25,1,0,0
21821,21821,1.0,0.25,0,0,1
28129,28129,0.0,0.0,0,1,0
26743,26743,1.0,0.0,0,0,0
17288,17288,1.0,0.0,0,0,0
26702,26702,0.0,0.75,1,1,0
10632,10632,0.5,0.5,0,0,1
3229,3229,1.0,1.0,0,0,0
11692,11692,0.5,1.0,0,0,1
21229,21229,0.5,0.0,0,1,0
29704,29704,1.0,0.75,0,1,0
27574,27574,0.5,1.0,0,1,1
24819,24819,1.0,0.25,1,0,0
14235,14235,0.0,0.0,0,0,1
24305,24305,1.0,1.0,1,1,1
25389,25389,0.0,0.75,0,1,0
13291,13291,0.0,0.0,0,1,1
7468,7468,0.5,0.75,0,1,0
27826,27826,0.0,0.25,0,1,1
3107,3107,1.0,1.0,0,0,1
2179,2179,1.0,0.75,0,1,0
9709,9709,1.0,0.5,1,0,1
14870,14870,1.0,0.25,1,0,0
29930,29930,0.0,0.0,1,1,0
10409,10409,0.0,0.5,0,0,0
12638,12638,0.5,0.5,0,1,1
5996,5996,0.0,0.25,1,1,1
11305,11305,1.0,0.75,0,0,1
4991,4991,0.0,1.0,1,1,0
8021,8021,0.0,0.75,1,0,1
20529,20529,0.0,1.0,1,1,1
16421,16421,0.5,0.5,1,0,1
14984,14984,0.5,0.25,1,1,0
20900,20900,1.0,0.25,0,0,1
15795,15795,0.0,0.5,1,0,0
21851,21851,0.5,1.0,0,1,1
14607,14607,0.5,0.5,0,1,1
10075,10075,0.5,0.25,0,0,1
1904,1904,1.0,1.0,0,1,1
8680,8680,0.0,0.5,1,1,1
3363,3363,1.0,0.25,1,0,0
26710,26710,0.0,0.25,1,1,1
16005,16005,0.0,0.75,0,1,1
23788,23788,0.0,1.0,0,0,1
16158,16158,0.0,0.75,1,1,1
29572,29572,0.0,0.25,1,1,0
13623,13623,0.5,0.75,0,1,1
9106,9106,0.0,0.0,1,1,0
6664,6664,1.0,0.5,0,1,0
12428,12428,0.5,0.5,0,0,1
25115,25115,0.0,1.0,0,1,0
19419,19419,1.0,0.25,1,0,1
1233,1233,1.0,0.5,0,0,1
10101,10101,1.0,0.25,0,0,1
17493,17493,1.0,1.0,0,1,0
17315,17315,0.5,0.5,1,0,1
28284,28284,0.5,0.25,0,0,1
23207,23207,1.0,0.75,0,0,1
14606,14606,0.0,0.5,1,0,1
1279,1279,0.5,0.25,0,0,1
13863,13863,0.5,0.5,1,0,1
22915,22915,0.5,0.25,0,1,0
29126,29126,0.5,0.5,0,0,1
20121,20121,0.0,0.25,1,0,0
8139,8139,1.0,1.0,0,1,0
15804,15804,0.5,0.25,1,1,1
28094,28094,1.0,0.25,1,1,1
14782,14782,0.0,0.0,1,0,0
86,86,1.0,0.25,0,1,1
1793,1793,0.0,0.5,0,1,1
1738,1738,1.0,0.5,1,0,0
14415,14415,0.5,0.25,1,1,1
975,975,0.5,0.25,0,0,0
2705,2705,1.0,0.75,1,1,0
6997,6997,0.5,1.0,1,1,1
20914,20914,0.5,0.75,1,0,0
451,451,0.0,0.25,1,1,0
23182,23182,1.0,0.0,0,1,1
29157,29157,0.0,0.0,0,1,0
25521,25521,0.0,0.25,0,0,0
22631,22631,0.5,0.75,0,0,0
7038,7038,0.0,0.0,0,1,1
16897,16897,1.0,0.25,0,0,0
10965,10965,0.0,0.5,1,1,0
23998,23998,0.0,0.75,0,1,1
27146,27146,1.0,0.5,1,0,0
13458,13458,0.5,0.75,0,0,1
13066,13066,0.5,0.5,1,1,1
6106,6106,1.0,1.0,0,1,0
25482,25482,1.0,0.0,0,1,1
7339,7339,0.5,1.0,0,1,0
12780,12780,0.0,0.0,0,0,1
19995,19995,1.0,0.5,0,1,1
28447,28447,0.5,0.75,0,0,1
1490,1490,0.0,1.0,0,1,0
18290,18290,0.0,0.5,1,0,1
26787,26787,0.5,1.0,0,0,0
21832,21832,0.0,0.0,1,1,0
16858,16858,0.0,0.5,1,0,0
25959,25959,0.5,0.75,0,1,0
12187,12187,0.0,0.5,1,1,0
6427,6427,0.5,0.5,0,1,0
17109,17109,1.0,1.0,0,1,0
3463,3463,1.0,0.0,1,0,0
26865,26865,0.5,0.5,0,0,0
19701,19701,1.0,0.0,1,1,1
11586,11586,0.5,0.25,1,0,0
14140,14140,0.5,0.75,0,0,1
25537,25537,0.0,0.75,1,1,1
7625,7625,0.5,0.25,1,1,0
22255,22255,1.0,0.0,1,0,1
9915,9915,1.0,0.5,0,0,1
667,667,0.0,0.25,1,0,1
5515,5515,0.5,0.75,0,1,1
22466,22466,1.0,1.0,1,1,0
9356,9356,1.0,0.75,1,0,0
20032,20032,1.0,0.5,0,0,1
1065,1065,1.0,0.0,0,1,0
14496,14496,0.0,0.75,0,0,0
28924,28924,0.0,0.5,1,0,1
22623,22623,0.5,1.0,0,1,0
21364,21364,0.5,0.5,1,1,0
6545,6545,1.0,0.25,0,1,1
13289,13289,0.0,1.0,0,0,1
26024,26024,1.0,0.5,0,1,1
25222,25222,1.0,1.0,1,0,1
12166,12166,0.0,0.75,0,0,0
11478,11478,1.0,0.5,1,1,1
15183,15183,0.5,0.0,0,1,1
19937,19937,1.0,0.25,0,0,0
16345,16345,0.5,0.75,0,0,0
17818,17818,0.0,0.25,1,0,0
25365,25365,0.0,0.0,1,1,1
22353,22353,0.5,1.0,1,1,0
28362,28362,1.0,0.5,0,0,1
10108,10108,0.0,0.25,1,1,0
10067,10067,1.0,0.0,1,1,0
802,802,0.0,0.75,0,0,0
20926,20926,0.0,0.75,1,0,1
18576,18576,0.0,0.75,1,0,1
18572,18572,1.0,1.0,1,0,1
6307,6307,1.0,0.0,1,0,0
10380,10380,0.5,0.75,1,1,0
21020,21020,1.0,0.0,0,0,0
6887,6887,1.0,0.5,0,0,1
7351,7351,1.0,1.0,1,0,0
27918,27918,0.5,0.5,0,1,1
4002,4002,1.0,0.25,0,0,1
2700,2700,1.0,0.25,0,0,0
28147,28147,0.0,0.5,1,0,1
5070,5070,0.5,0.5,0,0,1
24283,24283,0.5,0.25,0,0,1
19463,19463,1.0,0.0,1,1,1
11019,11019,1.0,0.25,1,0,1
26876,26876,1.0,1.0,0,0,0
23709,23709,1.0,1.0,1,1,1
2805,2805,1.0,0.0,0,0,1
13847,13847,1.0,0.75,1,0,1
20865,20865,0.5,0.0,1,1,1
16192,16192,0.5,0.5,1,1,0
22194,22194,1.0,0.75,0,0,0
17646,17646,1.0,0.5,1,0,1
1195,1195,0.0,0.75,1,0,0
4515,4515,0.5,1.0,1,0,0
28902,28902,0.0,0.75,0,1,1
22429,22429,1.0,0.25,0,0,0
9168,9168,0.5,0.0,1,1,0
23806,23806,0.0,0.75,1,1,1
3103,3103,1.0,0.75,1,1,0
7851,7851,0.5,0.5,0,1,1
20076,20076,1.0,0.5,1,1,0
20139,20139,1.0,0.75,1,0,1
2719,2719,0.5,1.0,1,1,1
83,83,0.0,0.0,1,0,0
18301,18301,0.5,0.25,0,0,1
12699,12699,0.5,0.75,0,1,1
20022,20022,1.0,0.0,0,0,1
18946,18946,0.5,0.0,0,1,1
11416,11416,1.0,0.5,0,1,1
15491,15491,0.0,0.5,0,0,1
1412,1412,0.5,0.75,0,1,1
12723,12723,0.5,0.75,1,1,1
22375,22375,0.0,1.0,0,0,1
26531,26531,0.5,0.5,0,1,0
8700,8700,0.5,1.0,0,1,1
27554,27554,1.0,1.0,1,1,1
11376,11376,1.0,1.0,1,1,1
25421,25421,1.0,0.25,0,1,1
12241,12241,0.5,0.0,1,1,0
12276,12276,1.0,1.0,1,0,1
22514,22514,0.5,0.25,1,1,0
19666,19666,1.0,0.75,1,0,0
14740,14740,0.5,1.0,1,1,1
10254,10254,0.0,1.0,1,0,1
17747,17747,0.5,1.0,0,1,0
5764,5764,0.5,1.0,1,1,1
7262,7262,0.5,0.0,0,1,0
13405,13405,0.5,0.75,1,1,1
29649,29649,0.0,0.75,0,1,0
10884,10884,1.0,1.0,1,1,0
18228,18228,0.0,1.0,0,0,1
9158,9158,1.0,0.75,1,0,1
2108,2108,1.0,0.5,1,0,0
11353,11353,0.5,1.0,0,0,0
1172,1172,0.0,1.0,0,1,0
24111,24111,0.5,0.5,1,1,0
8944,8944,1.0,1.0,1,0,1
5803,5803,1.0,0.25,1,1,1
7510,7510,0.5,0.0,0,1,0
5285,5285,1.0,0.5,0,0,0
10136,10136,0.5,1.0,1,0,0
28099,28099,0.5,1.0,1,1,1
19134,19134,0.5,0.25,1,0,1
19389,19389,1.0,1.0,0,0,1
20631,20631,0.0,0.5,1,1,1
1115,1115,0.0,0.75,1,1,0
22565,22565,0.0,0.5,0,0,1
8191,8191,0.5,0.25,0,1,1
17066,17066,1.0,0.75,0,1,0
13837,13837,0.5,0.75,1,1,1
28957,28957,1.0,0.25,0,1,0
23587,23587,1.0,0.75,0,1,0
11199,11199,0.5,0.0,1,1,0
21993,21993,0.5,1.0,1,0,1
22792,22792,0.5,0.0,1,1,0
22729,22729,0.0,1.0,1,0,1
24332,24332,1.0,1.0,1,1,1
23698,23698,1.0,0.5,0,1,1
7120,7120,0.0,1.0,1,1,0
12077,12077,0.5,0.0,1,1,1
1725,1725,0.5,0.75,0,0,1
25548,25548,0.5,0.75,1,1,1
6583,6583,1.0,0.5,1,0,0
10794,10794,0.5,0.5,0,1,1
747,747,1.0,1.0,0,0,0
9804,9804,1.0,1.0,0,1,0
5174,5174,1.0,0.5,0,0,0
25958,25958,0.5,0.75,0,0,1
23217,23217,1.0,0.75,0,0,0
1422,1422,0.5,1.0,1,0,0
27905,27905,0.5,0.5,0,1,0
16677,16677,1.0,0.0,1,1,0
26046,26046,0.5,1.0,0,1,0
23652,23652,0.0,0.5,0,1,0
19104,19104,0.5,0.75,0,1,0
7685,7685,0.0,0.0,1,0,1
1388,1388,0.5,0.25,1,0,0
27942,27942,0.5,0.0,0,1,1
8903,8903,0.0,0.75,1,1,0
26589,26589,1.0,1.0,1,0,1
13388,13388,0.5,0.0,0,0,1
22286,22286,0.0,0.75,0,1,0
8114,8114,0.5,0.25,1,0,1
21978,21978,0.0,1.0,0,1,1
22053,22053,1.0,1.0,1,1,0
19367,19367,0.0,0.0,1,0,0
26847,26847,0.5,0.5,1,1,1
11665,11665,0.0,0.5,0,0,0
16651,16651,0.0,0.75,1,0,0
3633,3633,0.0,0.25,1,0,0
26887,26887,0.5,0.0,0,1,1
21223,21223,1.0,0.25,0,1,1
22343,22343,1.0,0.0,1,1,1
20956,20956,0.0,0.25,1,0,1
23570,23570,0.5,0.75,0,0,0
29297,29297,0.5,0.5,1,1,0
3480,3480,0.5,0.25,1,0,0
24780,24780,0.0,1.0,1,1,0
29178,29178,0.5,0.5,0,1,0
3954,3954,0.5,0.75,1,0,0
15630,15630,1.0,1.0,1,0,0
20656,20656,1.0,0.5,1,0,0
16522,16522,0.0,0.75,1,1,0
19299,19299,0.0,0.0,0,0,1
2671,2671,1.0,0.25,1,0,0
25578,25578,1.0,0.75,1,0,1
16473,16473,0.5,0.75,0,1,1
9391,9391,1.0,0.25,1,1,0
14849,14849,1.0,0.5,1,0,0
18213,18213,0.0,1.0,0,1,1
25244,25244,0.0,1.0,0,1,0
4520,4520,0.5,0.75,0,1,1
13981,13981,1.0,1.0,0,1,1
9061,9061,0.0,0.0,0,1,0
4150,4150,1.0,0.75,0,0,0
2004,2004,1.0,0.75,1,1,1
19913,19913,0.5,0.0,1,0,0
13646,13646,1.0,0.25,1,1,0
11062,11062,1.0,0.75,0,0,1
4812,4812,0.5,1.0,1,0,1
29586,29586,0.0,0.25,1,0,1
10816,10816,1.0,0.0,0,1,1
7708,7708,0.0,0.25,0,1,1
23898,23898,1.0,0.25,0,1,1
4983,4983,1.0,1.0,0,1,0
20173,20173,0.5,0.0,1,1,0
11133,11133,0.0,0.75,0,1,1
21577,21577,0.0,1.0,0,0,1
1081,1081,1.0,1.0,1,0,0
16245,16245,0.5,0.75,1,0,1
27270,27270,1.0,0.75,1,1,1
5423,5423,1.0,1.0,1,0,0
15613,15613,1.0,0.75,1,1,1
5390,5390,0.0,1.0,1,0,0
29743,29743,0.5,0.0,1,1,0
28131,28131,0.5,0.5,0,1,0
23017,23017,0.5,0.25,0,1,1
18613,18613,1.0,0.5,0,1,1
4481,4481,0.0,0.5,1,1,1
24490,24490,0.5,1.0,0,1,1
2933,2933,0.5,0.25,1,0,0
18709,18709,0.5,0.25,0,1,0
24543,24543,0.0,0.75,0,0,0
5852,5852,0.0,0.5,0,1,0
11486,11486,1.0,0.25,0,0,0
24134,24134,0.0,0.5,1,1,0
15080,15080,1.0,0.75,0,1,0
7993,7993,0.5,0.25,1,0,0
1396,1396,0.5,0.25,1,0,1
20186,20186,0.5,0.0,0,0,1
9540,9540,0.5,0.5,0,1,1
27275,27275,0.0,0.25,0,0,0
25266,25266,1.0,0.5,0,0,1
2250,2250,0.0,0.0,0,0,0
17421,17421,0.0,0.25,1,1,1
13864,13864,0.5,0.75,0,0,0
29221,29221,1.0,1.0,0,1,1
22826,22826,1.0,1.0,0,1,0
2978,2978,0.5,0.75,1,0,0
24641,24641,1.0,0.5,1,0,1
1750,1750,0.5,0.5,0,1,0
19385,19385,0.5,0.0,0,1,1
4957,4957,0.5,1.0,0,1,1
7221,7221,1.0,1.0,1,1,0
23144,23144,0.0,0.25,0,0,1
25830,25830,1.0,1.0,0,1,0
13445,13445,0.0,0.25,0,0,1
10343,10343,1.0,0.5,1,1,0
25200,25200,0.5,0.5,1,1,1
13803,13803,0.0,1.0,0,1,0
9844,9844,0.5,1.0,1,0,0
4965,4965,1.0,0.25,0,1,0
25334,25334,0.0,0.25,1,1,1
22591,22591,1.0,0.25,0,1,1
24401,24401,1.0,0.25,0,1,0
650,650,1.0,1.0,1,1,1
15679,15679,0.5,1.0,0,0,1
16295,16295,0.0,0.0,0,0,1
13222,13222,0.0,0.0,0,0,0
29886,29886,0.5,0.25,1,1,1
14736,14736,1.0,0.25,0,0,0
13253,13253,0.5,0.25,0,0,1
28693,28693,0.0,0.0,0,0,0
12025,12025,1.0,0.5,0,0,0
6723,6723,1.0,0.25,1,1,0
7009,7009,1.0,0.75,1,1,1
16234,16234,1.0,0.0,1,1,0
258,258,0.5,0.0,1,1,0
14427,14427,0.0,0.25,1,1,0
26923,26923,0.0,0.0,0,1,0
9491,9491,0.0,0.0,0,1,0
15962,15962,0.5,0.5,1,0,0
29687,29687,0.0,0.5,0,1,1
16501,16501,1.0,0.5,1,1,0
15343,15343,0.5,0.25,0,1,0
3626,3626,0.5,0.0,0,0,1
22130,22130,0.0,0.0,1,0,0
22044,22044,0.5,0.0,1,0,0
3630,3630,0.0,0.75,0,0,1
8636,8636,0.5,1.0,0,1,1
18205,18205,0.0,0.0,0,1,0
15957,15957,0.0,0.5,1,0,0
12828,12828,1.0,0.0,1,1,1
26324,26324,1.0,1.0,1,1,0
4475,4475,0.0,0.25,1,0,1
304,304,0.5,0.25,0,1,1
14959,14959,0.5,1.0,1,1,0
29833,29833,0.5,0.5,1,0,1
24060,24060,1.0,0.0,1,1,1
11632,11632,0.5,0.25,0,0,1
12164,12164,0.5,0.25,0,0,0
3280,3280,0.5,0.75,1,0,1
14198,14198,0.5,0.25,0,0,1
25394,25394,0.5,0.5,0,1,1
27508,27508,1.0,1.0,0,0,1
4247,4247,0.0,0.25,1,1,0
7654,7654,0.5,0.5,1,0,1
11882,11882,0.0,0.5,0,0,1
28303,28303,0.5,0.75,1,1,1
19594,19594,0.5,0.25,1,0,1
26504,26504,0.5,1.0,1,1,0
16194,16194,1.0,1.0,1,1,1
29296,29296,0.5,0.5,1,0,0
25845,25845,0.5,1.0,1,1,0
4709,4709,0.0,0.5,1,1,0
11436,11436,0.0,1.0,1,1,1
13223,13223,1.0,0.25,1,0,0
7592,7592,0.5,0.5,1,1,0
24018,24018,1.0,0.25,0,0,0
25345,25345,1.0,1.0,1,1,1
17430,17430,0.0,0.75,0,1,0
5251,5251,0.0,0.75,0,1,1
26858,26858,0.5,0.75,1,1,0
22124,22124,0.5,0.25,1,1,0
20227,20227,1.0,0.0,0,0,1
5855,5855,0.5,0.0,0,0,1
23080,23080,1.0,0.75,0,1,0
14493,14493,0.0,1.0,0,0,1
162,162,0.5,0.25,1,1,1
10533,10533,0.0,1.0,0,0,1
2583,2583,0.0,0.0,0,1,0
12555,12555,0.5,0.5,1,1,0
1716,1716,0.0,0.25,0,1,1
15703,15703,1.0,1.0,1,0,0
16408,16408,1.0,0.0,1,1,0
6346,6346,0.0,1.0,0,0,0
18067,18067,0.5,0.0,1,1,0
2839,2839,0.0,0.5,0,0,1
1238,1238,0.0,1.0,1,0,0
2749,2749,0.0,1.0,0,1,1
28503,28503,1.0,0.0,1,1,0
10231,10231,1.0,0.25,1,0,0
20665,20665,1.0,1.0,0,0,0
23252,23252,0.5,0.0,1,0,1
10872,10872,0.5,1.0,0,0,1
29007,29007,0.5,0.25,0,0,1
17434,17434,0.5,0.75,0,0,0
19659,19659,0.0,0.5,0,0,0
7866,7866,1.0,0.75,0,0,1
13609,13609,1.0,0.5,1,0,0
18392,18392,1.0,1.0,0,1,1
11073,11073,0.5,0.5,0,1,0
18008,18008,0.5,0.0,0,1,1
27695,27695,0.5,0.75,0,0,1
3827,3827,0.0,0.5,1,1,0
28768,28768,0.0,0.0,0,0,1
11706,11706,1.0,0.75,1,0,0
8613,8613,1.0,0.75,0,0,0
18763,18763,0.0,1.0,0,1,1
27070,27070,0.5,0.0,0,0,0
15081,15081,0.0,0.0,0,1,1
11902,11902,0.5,1.0,1,0,1
28516,28516,0.0,1.0,0,0,0
23396,23396,0.5,0.75,1,1,1
24703,24703,0.5,0.0,1,1,1
18152,18152,0.5,0.25,1,1,1
9732,9732,0.0,0.25,0,0,0
28969,28969,1.0,1.0,0,0,0
26886,26886,0.0,0.25,0,0,1
14972,14972,1.0,0.5,1,1,0
14401,14401,0.0,1.0,1,0,0
5328,5328,1.0,1.0,0,1,0
7961,7961,0.5,0.5,0,0,0
26956,26956,0.0,0.0,1,0,0
13334,13334,1.0,0.5,1,0,1
21169,21169,1.0,0.0,1,1,1
18732,18732,1.0,0.75,1,1,0
27731,27731,1.0,0.0,0,0,1
1471,1471,0.0,0.75,0,0,1
19430,19430,0.5,1.0,0,0,1
16302,16302,0.0,0.5,1,0,0
7482,7482,1.0,0.25,1,0,1
17346,17346,0.0,1.0,0,0,1
4053,4053,0.5,0.0,0,0,0
19874,19874,1.0,0.25,1,1,1
22555,22555,0.0,0.75,1,0,0
8874,8874,0.0,0.75,0,0,0
15480,15480,0.5,0.75,1,1,0
21146,21146,0.5,0.75,1,1,0
752,752,1.0,1.0,1,1,1
29309,29309,1.0,0.75,1,1,0
4843,4843,1.0,0.5,0,0,0
20901,20901,0.0,0.25,1,0,0
28987,28987,1.0,0.5,1,0,0
8590,8590,0.5,0.0,0,0,1
12366,12366,1.0,1.0,1,0,1
17651,17651,0.0,0.25,0,0,1
21103,21103,1.0,0.75,1,0,1
4292,4292,0.5,0.75,1,0,1
7188,7188,0.0,0.0,0,0,0
2139,2139,1.0,0.25,0,1,0
20867,20867,0.0,0.75,1,1,1
13883,13883,0.5,1.0,0,1,0
5995,5995,0.0,0.75,0,1,0
16861,16861,1.0,0.25,1,1,1
23069,23069,0.0,0.5,0,0,0
11751,11751,0.0,0.5,0,1,1
5089,5089,0.0,0.5,0,1,1
28201,28201,0.5,1.0,0,1,0
21503,21503,0.0,0.5,1,0,1
27683,27683,0.5,0.5,0,0,0
27748,27748,0.0,0.5,1,1,1
10846,10846,0.5,0.5,0,0,1
15914,15914,0.5,1.0,0,0,0
7723,7723,0.5,1.0,0,1,0
20399,20399,0.5,1.0,0,1,0
29566,29566,0.0,0.25,0,0,1
21078,21078,0.0,0.5,1,1,1
1211,1211,0.0,1.0,0,1,1
1145,1145,1.0,0.75,1,1,0
6526,6526,0.0,0.75,0,0,1
24232,24232,0.0,0.25,0,0,0
7142,7142,0.5,0.0,0,1,1
19033,19033,1.0,0.0,0,0,0
9394,9394,1.0,0.25,1,0,0
26107,26107,0.0,0.0,1,1,1
11644,11644,0.5,0.75,1,0,1
27640,27640,0.0,0.75,0,0,0
15585,15585,1.0,1.0,0,1,1
2253,2253,0.0,1.0,1,1,1
17324,17324,0.0,0.75,0,1,0
15029,15029,0.5,0.75,0,1,0
5293,5293,1.0,0.5,0,1,0
14310,14310,0.0,0.25,1,1,1
23871,23871,0.0,0.5,1,1,1
3338,3338,1.0,0.25,1,0,0
16314,16314,0.5,0.25,0,0,0
2911,2911,0.5,0.5,0,0,0
15261,15261,1.0,0.0,0,0,0
18330,18330,1.0,1.0,0,1,1
26980,26980,0.0,0.0,1,0,0
20012,20012,0.0,0.25,1,0,0
4168,4168,1.0,0.25,0,0,0
24361,24361,1.0,1.0,1,0,0
24321,24321,0.5,0.75,0,1,0
24521,24521,1.0,0.5,0,1,0
116,116,0.0,0.75,0,1,0
10357,10357,0.5,0.5,1,1,1
12939,12939,0.5,0.75,0,0,1
13488,13488,0.5,0.5,0,1,1
25770,25770,0.5,1.0,0,0,0
14480,14480,0.0,0.25,1,0,0
8832,8832,0.5,0.5,0,0,0
11880,11880,1.0,0.5,1,1,0
9413,9413,0.0,1.0,0,1,0
17208,17208,0.0,0.75,1,1,0
28966,28966,0.0,0.5,0,0,1
8630,8630,0.0,0.0,0,0,0
14634,14634,0.5,0.25,0,1,1
17194,17194,1.0,0.25,1,1,1
9163,9163,1.0,0.0,1,1,1
4853,4853,0.5,0.75,1,0,0
19981,19981,0.0,0.25,0,0,0
9510,9510,0.5,0.0,1,0,0
12602,12602,1.0,0.5,1,1,0
13247,13247,0.5,1.0,0,1,0
17049,17049,1.0,0.25,1,1,0
21285,21285,0.5,0.0,0,0,0
26556,26556,1.0,0.5,1,0,1
28678,28678,1.0,0.5,0,1,0
9784,9784,0.5,1.0,0,0,0
24122,24122,0.0,1.0,0,1,0
770,770,0.5,1.0,0,0,0
25709,25709,1.0,0.5,0,1,1
20722,20722,0.0,0.75,1,1,0
519,519,0.0,0.25,1,1,0
22610,22610,0.5,0.5,0,0,0
14090,14090,0.5,0.75,0,1,0
14412,14412,0.0,0.25,1,1,0
6542,6542,0.0,0.75,1,1,1
28237,28237,1.0,1.0,1,1,1
10651,10651,1.0,0.0,0,0,1
15124,15124,1.0,0.0,0,0,1
5147,5147,1.0,0.0,0,1,1
18798,18798,0.5,0.75,0,1,0
18883,18883,0.0,0.0,0,0,0
24777,24777,1.0,0.75,1,0,0
24808,24808,1.0,0.5,0,0,1
7972,7972,1.0,0.5,0,0,1
9696,9696,0.5,1.0,0,0,1
1008,1008,0.5,0.75,1,1,0
26062,26062,0.5,0.0,0,0,0
28075,28075,0.0,0.75,0,0,0
29211,29211,0.5,0.0,0,1,1
13530,13530,0.5,1.0,1,1,1
3073,3073,0.5,1.0,1,0,0
22998,22998,1.0,0.5,0,0,0
13629,13629,1.0,0.0,0,0,1
27367,27367,0.0,0.75,1,0,1
22200,22200,0.5,0.5,0,1,0
22428,22428,0.0,0.5,1,1,1
23303,23303,0.5,0.5,1,0,0
5689,5689,0.0,1.0,1,0,0
27219,27219,1.0,0.0,0,1,1
27008,27008,0.5,0.0,0,0,0
6971,6971,0.0,0.25,1,0,1
29899,29899,0.5,0.0,1,1,1
901,901,1.0,1.0,1,0,1
17134,17134,0.0,1.0,0,0,1
21377,21377,0.0,0.25,1,1,0
9943,9943,1.0,1.0,1,1,0
16687,16687,0.0,0.75,1,1,1
28620,28620,0.5,1.0,1,1,0
9003,9003,1.0,0.25,1,0,1
17505,17505,1.0,0.5,0,1,0
17465,17465,1.0,0.25,0,1,1
13865,13865,0.5,0.75,0,1,1
12930,12930,0.5,0.0,0,1,1
24228,24228,1.0,0.5,1,0,0
19636,19636,0.5,0.5,1,1,1
14092,14092,0.0,0.25,1,0,1
14365,14365,1.0,0.75,1,1,0
19621,19621,0.0,0.5,1,1,0
4090,4090,0.5,0.25,1,0,0
5270,5270,0.5,0.25,1,0,0
14171,14171,1.0,0.5,1,0,0
20616,20616,1.0,0.0,1,1,1
26258,26258,1.0,0.75,0,1,0
19406,19406,1.0,0.25,1,1,0
29934,29934,0.5,1.0,0,1,1
11931,11931,0.0,0.0,0,1,0
11292,11292,0.0,1.0,0,1,1
9057,9057,0.0,0.5,0,1,1
1843,1843,0.0,0.25,1,0,1
25820,25820,0.5,0.25,0,1,0
11567,11567,0.0,0.75,1,1,0
19314,19314,0.0,1.0,0,0,1
18791,18791,0.5,0.25,0,0,0
10074,10074,0.5,0.75,0,1,1
1496,1496,1.0,0.25,0,1,0
3028,3028,1.0,0.5,0,0,1
22119,22119,0.5,0.5,1,0,0
12477,12477,1.0,0.0,1,0,1
7831,7831,1.0,0.75,0,0,1
15475,15475,0.0,0.75,1,1,1
18491,18491,0.0,0.25,0,1,1
16505,16505,1.0,1.0,0,1,0
24620,24620,1.0,0.5,1,0,1
